model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	omegaH	script	time	
2L_4b_gen	1.1218823	-0.98459834	0.90673061	4	1.3716099	-0.51544303	1.3716117	-0.51545929	1.5	1	0.38707091	0.40259813	0.38706753	0.40260187	1.0013413	-0.98459834	nan	nan	nan	nan	nan	0.99861195	-0.69021364	nan	nan	nan	nan	-6.3149868	R0:N6:S0:1	0.99861195	20a4d9d	v2.1.5	1.1218823	general_bath_1D.py	2023-07-26@11:14
2L_4b_gen	1.0137392	-0.98894388	1.513388	4	1.2635296	-0.46363354	1.263608	-0.4636228	1.5	1	0.37407198	0.3941783	0.37407376	0.39418108	1.0009813	-0.98894388	nan	nan	nan	nan	nan	0.99713633	-0.6912983	nan	nan	nan	nan	-6.092364	R0:N6:S0:1	0.99713633	20a4d9d	v2.1.5	1.0137392	general_bath_1D.py	2023-07-26@11:15
2L_4b_gen	0.95170668	-0.9717744	0.96278231	4	1.2108195	-0.43371084	1.2108894	-0.43364883	1.5	1	0.36948124	0.38818481	0.36946497	0.38817622	0.99281242	-0.9717744	nan	nan	nan	nan	nan	0.99134568	-0.67470689	nan	nan	nan	nan	-5.9917492	R0:N6:S0:1	0.99134568	20a4d9d	v2.1.5	0.95170668	general_bath_1D.py	2023-07-26@11:15
2L_4b_gen	1.215667	-0.96810747	0.20472021	4	1.3424764	-0.55953531	1.34251	-0.55953173	1.5	1	0.39438094	0.40589797	0.39439046	0.40589588	0.9976208	-0.96810747	nan	nan	nan	nan	nan	0.99438705	-0.67530955	nan	nan	nan	nan	-6.5109951	R0:N6:S0:1	0.99438705	20a4d9d	v2.1.5	1.215667	general_bath_1D.py	2023-07-26@11:15
2L_4b_gen	1.273461	-0.96256202	1.6089874	4	1.4133551	-0.58833373	1.4133773	-0.58833421	1.5	1	0.39744401	0.41160263	0.39743423	0.41160229	0.99752754	-0.96256202	nan	nan	nan	nan	nan	0.99586292	-0.67121959	nan	nan	nan	nan	-6.6252221	R0:N6:S0:1	0.99586292	20a4d9d	v2.1.5	1.273461	general_bath_1D.py	2023-07-26@11:16
2L_4b_gen	1.2421045	-0.98429376	0.94858901	4	1.3955093	-0.57332484	1.3955139	-0.57330508	1.5	1	0.39547311	0.40883128	0.39547388	0.40882732	0.99994772	-0.98429376	nan	nan	nan	nan	nan	0.99793496	-0.6906415	nan	nan	nan	nan	-6.569676	R0:N6:S0:1	0.99793496	20a4d9d	v2.1.5	1.2421045	general_bath_1D.py	2023-07-26@11:16
2L_4b_gen	1.2540362	-0.98457529	-0.056866864	4	1.3901573	-0.57808189	1.3901216	-0.57807239	1.5	1	0.39545022	0.41246265	0.39544587	0.41245886	0.99771224	-0.98457529	nan	nan	nan	nan	nan	0.99406678	-0.69130549	nan	nan	nan	nan	-6.5719834	R0:N6:S0:1	0.99406678	20a4d9d	v2.1.5	1.2540362	general_bath_1D.py	2023-07-26@11:16
2L_4b_gen	1.0085886	-0.97289743	2.5886171	4	1.2769547	-0.46260977	1.2770549	-0.46259822	1.5	1	0.3745735	0.38969507	0.37457589	0.38969585	1.002679	-0.97289743	nan	nan	nan	nan	nan	0.99921071	-0.67991415	nan	nan	nan	nan	-6.1007166	R0:N6:S0:1	0.99921071	20a4d9d	v2.1.5	1.0085886	general_bath_1D.py	2023-07-26@11:17
2L_4b_gen	1.1394598	-0.96826799	0.83849196	4	1.350924	-0.52404722	1.3509405	-0.52404661	1.5	1	0.3849849	0.40437313	0.38497741	0.40436929	1.0019492	-0.96826799	nan	nan	nan	nan	nan	0.99940427	-0.6736344	nan	nan	nan	nan	-6.3566385	R0:N6:S0:1	0.99940427	20a4d9d	v2.1.5	1.1394598	general_bath_1D.py	2023-07-26@11:17
2L_4b_gen	1.1190668	-0.97467053	2.7774525	4	1.3304452	-0.5135226	1.3304113	-0.51351189	1.5	1	0.38407574	0.40387553	0.38406473	0.40387323	0.99937915	-0.97467053	nan	nan	nan	nan	nan	0.99801256	-0.67890131	nan	nan	nan	nan	-6.3258257	R0:N6:S0:1	0.99801256	20a4d9d	v2.1.5	1.1190668	general_bath_1D.py	2023-07-26@11:18
2L_4b_gen	1.226537	-0.97300437	1.8707521	4	1.3738179	-0.56442279	1.3738326	-0.56443283	1.5	1	0.39459523	0.41055267	0.39459948	0.41055672	1.0004743	-0.97300437	nan	nan	nan	nan	nan	0.99754996	-0.67895786	nan	nan	nan	nan	-6.5346703	R0:N6:S0:1	0.99754996	20a4d9d	v2.1.5	1.226537	general_bath_1D.py	2023-07-26@11:18
2L_4b_gen	1.152781	-0.98957689	2.6508871	4	1.3548811	-0.53011775	1.3548764	-0.53012247	1.5	1	0.38778177	0.40478956	0.38778671	0.40479214	0.99797033	-0.98957689	nan	nan	nan	nan	nan	0.99631425	-0.69377346	nan	nan	nan	nan	-6.3879053	R0:N6:S0:1	0.99631425	20a4d9d	v2.1.5	1.152781	general_bath_1D.py	2023-07-26@11:18
2L_4b_gen	1.2062949	-0.98584154	-2.4531925	4	1.3691392	-0.55450614	1.3691113	-0.55451579	1.5	1	0.39375204	0.40958476	0.39374826	0.40958648	1.0036285	-0.98584154	nan	nan	nan	nan	nan	1.0012257	-0.691059	nan	nan	nan	nan	-6.4963361	R0:N6:S0:1	1.0012257	20a4d9d	v2.1.5	1.2062949	general_bath_1D.py	2023-07-26@11:19
2L_4b_gen	1.2297418	-0.96826148	1.1987818	4	1.3810171	-0.56645796	1.3810406	-0.56647673	1.5	1	0.39304239	0.41179259	0.39304112	0.4117932	1.004787	-0.96826148	nan	nan	nan	nan	nan	1.0020234	-0.67201372	nan	nan	nan	nan	-6.540783	R0:N6:S0:1	1.0020234	20a4d9d	v2.1.5	1.2297418	general_bath_1D.py	2023-07-26@11:19
2L_4b_gen	1.1605163	-0.97978238	1.6375861	4	1.353397	-0.53246582	1.3534509	-0.53246954	1.5	1	0.38823846	0.40879332	0.38824623	0.40879876	0.99764398	-0.97978238	nan	nan	nan	nan	nan	0.99540979	-0.68338733	nan	nan	nan	nan	-6.3763071	R0:N6:S0:1	0.99540979	20a4d9d	v2.1.5	1.1605163	general_bath_1D.py	2023-07-26@11:20
2L_4b_gen	0.99326229	-0.98579951	0.46576026	4	1.2409946	-0.45363059	1.2411707	-0.45361703	1.5	1	0.37469802	0.39012878	0.37471421	0.39013449	0.99697701	-0.98579951	nan	nan	nan	nan	nan	0.9929401	-0.68783889	nan	nan	nan	nan	-6.0549206	R0:N6:S0:1	0.9929401	20a4d9d	v2.1.5	0.99326229	general_bath_1D.py	2023-07-26@11:20
2L_4b_gen	1.0432467	-0.96842336	3.3047768	4	1.2829588	-0.47692193	1.2830619	-0.47690163	1.5	1	0.38034269	0.3956587	0.38034714	0.39565661	1.0013978	-0.96842336	nan	nan	nan	nan	nan	0.99893739	-0.67377997	nan	nan	nan	nan	-6.170067	R0:N6:S0:1	0.99893739	20a4d9d	v2.1.5	1.0432467	general_bath_1D.py	2023-07-26@11:20
2L_4b_gen	1.1839722	-0.9663951	2.3235607	4	1.3553817	-0.54495587	1.3554132	-0.54494909	1.5	1	0.38911085	0.40702277	0.38911022	0.4070188	0.99719532	-0.9663951	nan	nan	nan	nan	nan	0.99524858	-0.67475374	nan	nan	nan	nan	-6.4503341	R0:N6:S0:1	0.99524858	20a4d9d	v2.1.5	1.1839722	general_bath_1D.py	2023-07-26@11:21
2L_4b_gen	1.2357438	-1.0038328	2.4632528	4	1.4024649	-0.57045804	1.4023986	-0.57048237	1.5	1	0.39503424	0.40881756	0.39502177	0.40881895	1.0017429	-1.0038328	nan	nan	nan	nan	nan	0.99934874	-0.70855143	nan	nan	nan	nan	-6.5557786	R0:N6:S0:1	0.99934874	20a4d9d	v2.1.5	1.2357438	general_bath_1D.py	2023-07-26@11:21
2L_4b_gen	1.2357438	-1.0038328	2.4632528	4	1.4024649	-0.57045804	1.4023986	-0.57048237	1.5	1	0.39503424	0.40881756	0.39502177	0.40881895	1.0017429	-1.0038328	nan	nan	nan	nan	nan	0.99934874	-0.70855143	nan	nan	nan	nan	-6.5557786	R0:N6:S0:1	0.99934874	20a4d9d	v2.1.5	1.2357438	general_bath_1D.py	2023-07-26@11:21
2L_4b_gen	1.2317245	-0.97534603	1.6236786	4	1.3968786	-0.56634488	1.3966605	-0.56631997	1.6	1	0.39619696	0.41338597	0.39616924	0.41337243	1.0007622	-0.97534603	nan	nan	nan	nan	nan	1.0026802	-0.68239956	nan	nan	nan	nan	-6.7429931	R0:N6:S0:1	1.0026802	20a4d9d	v2.1.5	1.2317245	general_bath_1D.py	2023-07-26@11:22
2L_4b_gen	1.4239118	-0.96120777	0.95555628	4	1.4143769	-0.66119388	1.4143936	-0.6611995	1.6	1	0.40704685	0.4161844	0.4070569	0.41618743	0.99891718	-0.96120777	nan	nan	nan	nan	nan	0.99846815	-0.67119706	nan	nan	nan	nan	-7.1317316	R0:N6:S0:1	0.99846815	20a4d9d	v2.1.5	1.4239118	general_bath_1D.py	2023-07-26@11:22
2L_4b_gen	1.4665701	-0.97411397	0.77738666	4	1.4241744	-0.68302161	1.4242574	-0.68302824	1.6	1	0.40835017	0.41605116	0.40836331	0.41605597	1.0012875	-0.97411397	nan	nan	nan	nan	nan	1.0010654	-0.68148242	nan	nan	nan	nan	-7.2133005	R0:N6:S0:1	1.0010654	20a4d9d	v2.1.5	1.4665701	general_bath_1D.py	2023-07-26@11:22
2L_4b_gen	1.4706913	-0.96752546	2.9637481	4	1.3991404	-0.68366377	1.3991943	-0.68362303	1.6	1	0.40938952	0.41795003	0.40938568	0.4179434	1.0025395	-0.96752546	nan	nan	nan	nan	nan	1.0014049	-0.67448987	nan	nan	nan	nan	-7.2224842	R0:N6:S0:1	1.0014049	20a4d9d	v2.1.5	1.4706913	general_bath_1D.py	2023-07-26@11:23
2L_4b_gen	1.4888351	-0.98827732	1.0722506	4	1.4145335	-0.69232786	1.4145109	-0.69233194	1.6	1	0.40997942	0.42051659	0.40997638	0.4205167	1.0073953	-0.98827732	nan	nan	nan	nan	nan	1.0057342	-0.6948566	nan	nan	nan	nan	-7.2616798	R0:N6:S0:1	1.0057342	20a4d9d	v2.1.5	1.4888351	general_bath_1D.py	2023-07-26@11:23
2L_4b_gen	1.4176902	-0.96942145	0.50749382	4	1.3982866	-0.65823248	1.3982101	-0.65820527	1.6	1	0.40415999	0.41746482	0.40415191	0.41745799	0.99836865	-0.96942145	nan	nan	nan	nan	nan	0.99826708	-0.67736242	nan	nan	nan	nan	-7.1193877	R0:N6:S0:1	0.99826708	20a4d9d	v2.1.5	1.4176902	general_bath_1D.py	2023-07-26@11:23
2L_4b_gen	1.4835515	-0.96477455	0.98521877	4	1.4227845	-0.6902589	1.4227785	-0.69027383	1.6	1	0.41088447	0.4181609	0.41089338	0.41816888	0.99554845	-0.96477455	nan	nan	nan	nan	nan	0.99486006	-0.67472436	nan	nan	nan	nan	-7.2520869	R0:N6:S0:1	0.99486006	20a4d9d	v2.1.5	1.4835515	general_bath_1D.py	2023-07-26@11:24
2L_4b_gen	1.5382443	-0.96974473	2.2977808	4	1.4551284	-0.7172854	1.4549128	-0.71726695	1.6	1	0.41523424	0.42024714	0.41520736	0.4202376	0.99820571	-0.96974473	nan	nan	nan	nan	nan	0.99710632	-0.67587173	nan	nan	nan	nan	-7.3588313	R0:N6:S0:1	0.99710632	20a4d9d	v2.1.5	1.5382443	general_bath_1D.py	2023-07-26@11:24
2L_4b_gen	1.4406932	-0.96647893	1.3583579	4	1.4035141	-0.66817185	1.4035305	-0.66817518	1.6	1	0.41004736	0.4177579	0.41004889	0.417757	1.0003301	-0.96647893	nan	nan	nan	nan	nan	0.99980874	-0.67517399	nan	nan	nan	nan	-7.1659765	R0:N6:S0:1	0.99980874	20a4d9d	v2.1.5	1.4406932	general_bath_1D.py	2023-07-26@11:25
2L_4b_gen	1.5258659	-0.95604434	2.2088838	4	1.430462	-0.71130531	1.4303585	-0.71126086	1.6	1	0.41152808	0.42038574	0.41150548	0.42037414	1.000708	-0.95604434	nan	nan	nan	nan	nan	1.0004635	-0.66707962	nan	nan	nan	nan	-7.3423424	R0:N6:S0:1	1.0004635	20a4d9d	v2.1.5	1.5258659	general_bath_1D.py	2023-07-26@11:25
2L_4b_gen	1.603685	-0.96697351	2.4647936	4	1.4545727	-0.74930323	1.4545849	-0.74933151	1.6	1	0.41590954	0.42402508	0.41591673	0.42403161	0.99950874	-0.96697351	nan	nan	nan	nan	nan	0.99778031	-0.6773984	nan	nan	nan	nan	-7.4874305	R0:N6:S0:1	0.99778031	20a4d9d	v2.1.5	1.603685	general_bath_1D.py	2023-07-26@11:25
2L_4b_gen	1.5157031	-0.98732804	0.95052443	4	1.4582879	-0.70608706	1.4581646	-0.70605613	1.6	1	0.4134824	0.42076011	0.41346962	0.42075078	1.0005385	-0.98732804	nan	nan	nan	nan	nan	1.0001405	-0.69571544	nan	nan	nan	nan	-7.3073964	R0:N6:S0:1	1.0001405	20a4d9d	v2.1.5	1.5157031	general_bath_1D.py	2023-07-26@11:26
2L_4b_gen	1.4673366	-0.97890482	1.8296077	4	1.4118237	-0.6825333	1.4118169	-0.68254736	1.6	1	0.40899394	0.41754996	0.40899203	0.41755003	0.99738492	-0.97890482	nan	nan	nan	nan	nan	0.99725669	-0.68599071	nan	nan	nan	nan	-7.2208442	R0:N6:S0:1	0.99725669	20a4d9d	v2.1.5	1.4673366	general_bath_1D.py	2023-07-26@11:26
2L_4b_gen	1.5531984	-0.99721148	2.3184814	4	1.4410455	-0.72314762	1.441079	-0.72315339	1.6	1	0.41728618	0.42276581	0.41728278	0.42276518	1.0071611	-0.99721148	nan	nan	nan	nan	nan	1.0052263	-0.70149254	nan	nan	nan	nan	-7.3857032	R0:N6:S0:1	1.0052263	20a4d9d	v2.1.5	1.5531984	general_bath_1D.py	2023-07-26@11:27
2L_4b_gen	1.4579996	-0.97290735	1.627961	4	1.4067654	-0.67582321	1.4067838	-0.67580624	1.6	1	0.4094516	0.42241893	0.40945024	0.42241453	1.0063515	-0.97290735	nan	nan	nan	nan	nan	1.0041338	-0.68015545	nan	nan	nan	nan	-7.182361	R0:N6:S0:1	1.0041338	20a4d9d	v2.1.5	1.4579996	general_bath_1D.py	2023-07-26@11:27
2L_4b_gen	1.3297106	-0.97000887	0.65917469	4	1.3864546	-0.6165622	1.3864916	-0.61656258	1.6	1	0.3978922	0.41104356	0.39789601	0.41104441	1.006122	-0.97000887	nan	nan	nan	nan	nan	1.0062037	-0.67829696	nan	nan	nan	nan	-6.939968	R0:N6:S0:1	1.0062037	20a4d9d	v2.1.5	1.3297106	general_bath_1D.py	2023-07-26@11:27
2L_4b_gen	1.40408	-0.95563444	-1.4486631	4	1.3757488	-0.65220193	1.3757235	-0.6521803	1.6	1	0.4009011	0.41518587	0.40089628	0.4151822	1.0081761	-0.95563444	nan	nan	nan	nan	nan	1.0055452	-0.66695934	nan	nan	nan	nan	-7.072949	R0:N6:S0:1	1.0055452	20a4d9d	v2.1.5	1.40408	general_bath_1D.py	2023-07-26@11:28
2L_4b_gen	1.369296	-0.96408656	0.9309759	4	1.4282347	-0.63657442	1.4282778	-0.63656904	1.6	1	0.40044641	0.41281286	0.40044724	0.41281269	1.003014	-0.96408656	nan	nan	nan	nan	nan	1.0038643	-0.67467391	nan	nan	nan	nan	-7.0179178	R0:N6:S0:1	1.0038643	20a4d9d	v2.1.5	1.369296	general_bath_1D.py	2023-07-26@11:28
2L_4b_gen	1.4800498	-0.97156851	1.1352948	4	1.4081962	-0.68905633	1.4082628	-0.68909342	1.6	1	0.40641171	0.41922063	0.40642454	0.41922978	1.0003994	-0.97156851	nan	nan	nan	nan	nan	0.99899959	-0.68185134	nan	nan	nan	nan	-7.2316666	R0:N6:S0:1	0.99899959	20a4d9d	v2.1.5	1.4800498	general_bath_1D.py	2023-07-26@11:29
2L_4b_gen	1.3895023	-0.96288127	0.86627576	4	1.4006161	-0.64643035	1.4007152	-0.64644215	1.6	1	0.40218654	0.41063326	0.4021941	0.41063124	1.0020643	-0.96288127	nan	nan	nan	nan	nan	1.0017339	-0.67272027	nan	nan	nan	nan	-7.059012	R0:N6:S0:1	1.0017339	20a4d9d	v2.1.5	1.3895023	general_bath_1D.py	2023-07-26@11:29
2L_4b_gen	1.524923	-0.99009541	1.8659293	4	1.4368636	-0.7103016	1.4367531	-0.71044446	1.6	1	0.41186936	0.42195784	0.41187109	0.42200911	0.99995602	-0.99009541	nan	nan	nan	nan	nan	0.99924736	-0.69696676	nan	nan	nan	nan	-7.3283579	R0:N6:S0:1	0.99924736	20a4d9d	v2.1.5	1.524923	general_bath_1D.py	2023-07-26@11:29
2L_4b_gen	1.4172816	-0.97869185	1.5679229	4	1.3904657	-0.65783987	1.3904685	-0.65785132	1.6	1	0.40698979	0.41422346	0.40699134	0.41422404	0.99308678	-0.97869185	nan	nan	nan	nan	nan	0.99348141	-0.68487531	nan	nan	nan	nan	-7.1133641	R0:N6:S0:1	0.99348141	20a4d9d	v2.1.5	1.4172816	general_bath_1D.py	2023-07-26@11:30
2L_4b_gen	1.5090939	-0.97106883	1.7700061	4	1.4123637	-0.70184759	1.4124155	-0.7018579	1.6	1	0.41539187	0.41763148	0.41540397	0.41763426	1.0026452	-0.97106883	nan	nan	nan	nan	nan	1.0006715	-0.67859138	nan	nan	nan	nan	-7.302489	R0:N6:S0:1	1.0006715	20a4d9d	v2.1.5	1.5090939	general_bath_1D.py	2023-07-26@11:30
2L_4b_gen	1.5027018	-0.97517802	1.5270958	4	1.4260972	-0.69937786	1.4260659	-0.69938768	1.6	1	0.4106609	0.42103578	0.4106538	0.42103532	0.99645964	-0.97517802	nan	nan	nan	nan	nan	0.99687114	-0.68247662	nan	nan	nan	nan	-7.2883145	R0:N6:S0:1	0.99687114	20a4d9d	v2.1.5	1.5027018	general_bath_1D.py	2023-07-26@11:31
2L_4b_gen	1.5200981	-0.98257588	0.79734133	4	1.4015615	-0.70772869	1.4014996	-0.70773496	1.6	1	0.41215517	0.41904149	0.41215383	0.41904376	1.0063612	-0.98257588	nan	nan	nan	nan	nan	1.0034894	-0.68995845	nan	nan	nan	nan	-7.3169148	R0:N6:S0:1	1.0034894	20a4d9d	v2.1.5	1.5200981	general_bath_1D.py	2023-07-26@11:31
2L_4b_gen	1.4359304	-0.96644995	1.7578619	4	1.4046198	-0.66716343	1.404706	-0.66722227	1.6	1	0.40429002	0.41873804	0.40431196	0.41875118	1.0062453	-0.96644995	nan	nan	nan	nan	nan	1.0049375	-0.67446471	nan	nan	nan	nan	-7.1467259	R0:N6:S0:1	1.0049375	20a4d9d	v2.1.5	1.4359304	general_bath_1D.py	2023-07-26@11:31
2L_4b_gen	1.3759409	-0.9444735	3.2002945	4	1.3958963	-0.6383895	1.3958903	-0.63843759	1.6	1	0.40156081	0.41401764	0.40156616	0.41402627	0.99775636	-0.9444735	nan	nan	nan	nan	nan	0.99870549	-0.65552177	nan	nan	nan	nan	-7.0353145	R0:N6:S0:1	0.99870549	20a4d9d	v2.1.5	1.3759409	general_bath_1D.py	2023-07-26@11:32
2L_4b_gen	1.5191328	-0.96558795	0.50844934	4	1.4171292	-0.70870119	1.4171678	-0.70869509	1.6	1	0.41011491	0.41775782	0.41012352	0.41775866	1.0014961	-0.96558795	nan	nan	nan	nan	nan	1.0005999	-0.67610034	nan	nan	nan	nan	-7.3254122	R0:N6:S0:1	1.0005999	20a4d9d	v2.1.5	1.5191328	general_bath_1D.py	2023-07-26@11:32
2L_4b_gen	1.571802	-0.96000258	0.94542021	4	1.4397595	-0.73358616	1.4398263	-0.73356963	1.6	1	0.4134514	0.42332319	0.41345697	0.42332295	0.99447663	-0.96000258	nan	nan	nan	nan	nan	0.99407996	-0.66769977	nan	nan	nan	nan	-7.4230194	R0:N6:S0:1	0.99407996	20a4d9d	v2.1.5	1.571802	general_bath_1D.py	2023-07-26@11:33
2L_4b_gen	1.4940613	-0.95373685	1.2432628	4	1.4153547	-0.69470678	1.4154165	-0.69471688	1.6	1	0.41405303	0.41724334	0.41405913	0.41724688	0.99875773	-0.95373685	nan	nan	nan	nan	nan	0.9978022	-0.66313227	nan	nan	nan	nan	-7.2634948	R0:N6:S0:1	0.9978022	20a4d9d	v2.1.5	1.4940613	general_bath_1D.py	2023-07-26@11:33
2L_4b_gen	1.4938408	-0.99551063	1.1771452	4	1.4153547	-0.69470678	1.4154165	-0.69471688	1.7	1	0.41405303	0.41724334	0.41405913	0.41724688	1.0046567	-0.99551063	nan	nan	nan	nan	nan	1.00627	-0.69912524	nan	nan	nan	nan	-7.4669837	R0:N6:S0:1	1.00627	20a4d9d	v2.1.5	1.4938408	general_bath_1D.py	2023-07-26@11:33
2L_4b_gen	1.5807412	-0.98401449	0.91134557	4	1.3669942	-0.73618646	1.3670081	-0.73621313	1.7	1	0.41541485	0.42181595	0.41541844	0.42182563	1.0040168	-0.98401449	nan	nan	nan	nan	nan	1.0045384	-0.68753146	nan	nan	nan	nan	-7.6452915	R0:N6:S0:1	1.0045384	20a4d9d	v2.1.5	1.5807412	general_bath_1D.py	2023-07-26@11:34
2L_4b_gen	1.6987668	-0.98961776	1.3719073	4	1.3907536	-0.79362338	1.3906834	-0.79364686	1.7	1	0.42138013	0.42787026	0.42136741	0.42786725	0.9995814	-0.98961776	nan	nan	nan	nan	nan	0.9989842	-0.69387648	nan	nan	nan	nan	-7.865819	R0:N6:S0:1	0.9989842	20a4d9d	v2.1.5	1.6987668	general_bath_1D.py	2023-07-26@11:34
2L_4b_gen	1.5020474	-0.98809277	0.93751772	4	1.3276597	-0.69972501	1.3276601	-0.69972095	1.7	1	0.4099687	0.41129116	0.40996143	0.41128966	1.0012722	-0.98809277	nan	nan	nan	nan	nan	1.0004666	-0.69143403	nan	nan	nan	nan	-7.4839196	R0:N6:S0:1	1.0004666	20a4d9d	v2.1.5	1.5020474	general_bath_1D.py	2023-07-26@11:35
2L_4b_gen	1.3682381	-0.99619395	1.3424012	4	1.2792842	-0.6357871	1.2792022	-0.6357912	1.7	1	0.40073272	0.40111967	0.40072366	0.40112267	1.002795	-0.99619395	nan	nan	nan	nan	nan	1.0019404	-0.69986176	nan	nan	nan	nan	-7.2102004	R0:N6:S0:1	1.0019404	20a4d9d	v2.1.5	1.3682381	general_bath_1D.py	2023-07-26@11:35
2L_4b_gen	1.6018976	-0.95502355	0.61378342	4	1.3850941	-0.74664044	1.3850918	-0.74665296	1.7	1	0.4172664	0.42260641	0.41726503	0.42260894	0.9976985	-0.95502355	nan	nan	nan	nan	nan	0.99881213	-0.66196117	nan	nan	nan	nan	-7.6801592	R0:N6:S0:1	0.99881213	20a4d9d	v2.1.5	1.6018976	general_bath_1D.py	2023-07-26@11:35
2L_4b_gen	1.7052559	-0.98048978	1.1938156	4	1.3856703	-0.79850458	1.3856602	-0.79851743	1.7	1	0.42088616	0.42293969	0.42088777	0.42294057	1.0006598	-0.98048978	nan	nan	nan	nan	nan	1.0003363	-0.68756906	nan	nan	nan	nan	-7.8840483	R0:N6:S0:1	1.0003363	20a4d9d	v2.1.5	1.7052559	general_bath_1D.py	2023-07-26@11:36
2L_4b_gen	1.7154999	-0.97577485	0.69751119	4	1.3858395	-0.80322136	1.3859149	-0.80324302	1.7	1	0.42103128	0.42456164	0.42104339	0.42457003	0.99648297	-0.97577485	nan	nan	nan	nan	nan	0.99599882	-0.68434447	nan	nan	nan	nan	-7.9052934	R0:N6:S0:1	0.99599882	20a4d9d	v2.1.5	1.7154999	general_bath_1D.py	2023-07-26@11:36
2L_4b_gen	1.7237066	-0.97605774	0.59731978	4	1.40612	-0.8080276	1.4060397	-0.80800152	1.7	1	0.42230573	0.42293218	0.42229174	0.42292649	1.0041456	-0.97605774	nan	nan	nan	nan	nan	1.0026656	-0.68424563	nan	nan	nan	nan	-7.9113528	R0:N6:S0:1	1.0026656	20a4d9d	v2.1.5	1.7237066	general_bath_1D.py	2023-07-26@11:36
2L_4b_gen	1.6129424	-0.99249061	1.13973	4	1.380409	-0.75379811	1.3804082	-0.75378418	1.7	1	0.41509897	0.41985641	0.41509799	0.41985496	1.001186	-0.99249061	nan	nan	nan	nan	nan	1.0016083	-0.6982348	nan	nan	nan	nan	-7.708476	R0:N6:S0:1	1.0016083	20a4d9d	v2.1.5	1.6129424	general_bath_1D.py	2023-07-26@11:37
2L_4b_gen	1.7285849	-0.97746378	0.43695313	4	1.4067071	-0.8085537	1.4067239	-0.80855386	1.7	1	0.4237947	0.42799103	0.42379067	0.42799148	1.0013472	-0.97746378	nan	nan	nan	nan	nan	1.0009975	-0.68325027	nan	nan	nan	nan	-7.9395082	R0:N6:S0:1	1.0009975	20a4d9d	v2.1.5	1.7285849	general_bath_1D.py	2023-07-26@11:37
2L_4b_gen	1.6610396	-0.99256992	0.86579805	4	1.3797766	-0.77643921	1.3797814	-0.77645335	1.7	1	0.41911103	0.42247121	0.41911582	0.42247652	0.99984774	-0.99256992	nan	nan	nan	nan	nan	1.0002011	-0.69712011	nan	nan	nan	nan	-7.8013104	R0:N6:S0:1	1.0002011	20a4d9d	v2.1.5	1.6610396	general_bath_1D.py	2023-07-26@11:38
