model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	omegaH	script	time	
2L_4b_gen	1.7093028	-0.98197522	0.31143219	4	1.3694998	-0.79924953	1.369571	-0.79923479	1.7	1	0.42113797	0.42568521	0.42114564	0.42568574	1.0039449	-0.98197522	nan	nan	nan	nan	nan	1.0025334	-0.68958259	nan	nan	nan	nan	-7.8994071	R0:N6:S0:1	1.0025334	20a4d9d	v2.1.5	1.7093028	general_bath_1D.py	2023-07-26@11:38
2L_4b_gen	1.6770723	-0.98338503	1.7659946	4	1.3979767	-0.78573587	1.3978436	-0.78572938	1.7	1	0.41731376	0.422199	0.41729249	0.42219528	0.99874484	-0.98338503	nan	nan	nan	nan	nan	0.99967534	-0.69001011	nan	nan	nan	nan	-7.8337823	R0:N6:S0:1	0.99967534	20a4d9d	v2.1.5	1.6770723	general_bath_1D.py	2023-07-26@11:38
2L_4b_gen	1.7422211	-0.97139326	0.78968493	4	1.3872043	-0.81532712	1.3872196	-0.81531033	1.7	1	0.4239942	0.42678073	0.42399581	0.42677459	0.99773427	-0.97139326	nan	nan	nan	nan	nan	0.99740372	-0.67854657	nan	nan	nan	nan	-7.9625817	R0:N6:S0:1	0.99740372	20a4d9d	v2.1.5	1.7422211	general_bath_1D.py	2023-07-26@11:39
2L_4b_gen	1.731557	-0.98072096	1.2294057	4	1.3882086	-0.81118719	1.3881676	-0.81123734	1.7	1	0.42225841	0.42429159	0.42225719	0.42430116	0.99865185	-0.98072096	nan	nan	nan	nan	nan	0.99807296	-0.68803592	nan	nan	nan	nan	-7.9462602	R0:N6:S0:1	0.99807296	20a4d9d	v2.1.5	1.731557	general_bath_1D.py	2023-07-26@11:39
2L_4b_gen	1.7410997	-0.97713044	-2.2753251	4	1.3960854	-0.81555475	1.3960733	-0.81551931	1.7	1	0.42281088	0.42618567	0.42280286	0.42617789	0.99637768	-0.97713044	nan	nan	nan	nan	nan	0.99791459	-0.68369824	nan	nan	nan	nan	-7.9623104	R0:N6:S0:1	0.99791459	20a4d9d	v2.1.5	1.7410997	general_bath_1D.py	2023-07-26@11:40
2L_4b_gen	1.7313444	-0.96454308	0.93340207	4	1.3114543	-0.81146687	1.311485	-0.81148456	1.7	1	0.41728237	0.42130236	0.4172881	0.42130752	0.99366947	-0.96454308	nan	nan	nan	nan	nan	0.99247821	-0.67246266	nan	nan	nan	nan	-7.9412401	R0:N6:S0:1	0.99247821	20a4d9d	v2.1.5	1.7313444	general_bath_1D.py	2023-07-26@11:40
2L_4b_gen	1.7173839	-0.98031167	1.6641793	4	1.3565509	-0.80540874	1.3565117	-0.80540236	1.7	1	0.41945396	0.41972164	0.41944452	0.41971438	0.99375245	-0.98031167	nan	nan	nan	nan	nan	0.99300768	-0.68611634	nan	nan	nan	nan	-7.9001489	R0:N6:S0:1	0.99300768	20a4d9d	v2.1.5	1.7173839	general_bath_1D.py	2023-07-26@11:40
2L_4b_gen	1.6893539	-0.97437446	1.1816148	4	1.3692963	-0.79001934	1.3693713	-0.79004941	1.7	1	0.42241372	0.42067919	0.42241428	0.42068648	1.011763	-0.97437446	nan	nan	nan	nan	nan	1.0086706	-0.67894472	nan	nan	nan	nan	-7.8589807	R0:N6:S0:1	1.0086706	20a4d9d	v2.1.5	1.6893539	general_bath_1D.py	2023-07-26@11:41
2L_4b_gen	1.4091057	-0.98112227	3.0003458	4	1.3030561	-0.65543158	1.303049	-0.65545131	1.7	1	0.40043247	0.4077568	0.40043731	0.40776646	1.0033453	-0.98112227	nan	nan	nan	nan	nan	1.0044752	-0.68395182	nan	nan	nan	nan	-7.300794	R0:N6:S0:1	1.0044752	20a4d9d	v2.1.5	1.4091057	general_bath_1D.py	2023-07-26@11:41
2L_4b_gen	1.6211106	-0.98228844	1.0606868	4	1.3609011	-0.75575927	1.3609342	-0.75579135	1.7	1	0.41796237	0.42247578	0.41796742	0.42248103	1.0014775	-0.98228844	nan	nan	nan	nan	nan	1.0012626	-0.68678381	nan	nan	nan	nan	-7.7271468	R0:N6:S0:1	1.0012626	20a4d9d	v2.1.5	1.6211106	general_bath_1D.py	2023-07-26@11:42
2L_4b_gen	1.6422804	-0.98270002	2.82311	4	1.3563774	-0.76728093	1.3563878	-0.76728981	1.7	1	0.41620497	0.42186991	0.41620725	0.42187212	1.0011203	-0.98270002	nan	nan	nan	nan	nan	1.0016791	-0.6855852	nan	nan	nan	nan	-7.7678241	R0:N6:S0:1	1.0016791	20a4d9d	v2.1.5	1.6422804	general_bath_1D.py	2023-07-26@11:42
2L_4b_gen	1.7218448	-0.99043494	1.9083121	4	1.3740743	-0.80438556	1.3741973	-0.80436188	1.7	1	0.42414455	0.42722211	0.42414963	0.42721282	1.0006411	-0.99043494	nan	nan	nan	nan	nan	0.99893702	-0.69346924	nan	nan	nan	nan	-7.9142768	R0:N6:S0:1	0.99893702	20a4d9d	v2.1.5	1.7218448	general_bath_1D.py	2023-07-26@11:42
2L_4b_gen	1.6292461	-0.9798992	-3.21739	4	1.3870525	-0.75954006	1.3870872	-0.7595356	1.7	1	0.42065739	0.4230347	0.42066209	0.42303336	1.0052585	-0.9798992	nan	nan	nan	nan	nan	1.0044389	-0.68635121	nan	nan	nan	nan	-7.7231463	R0:N6:S0:1	1.0044389	20a4d9d	v2.1.5	1.6292461	general_bath_1D.py	2023-07-26@11:43
2L_4b_gen	1.5984862	-0.97959725	1.8161603	4	1.3773688	-0.7465036	1.377585	-0.74653479	1.7	1	0.41461494	0.41951073	0.41464601	0.41952078	0.99094277	-0.97959725	nan	nan	nan	nan	nan	0.99267228	-0.68559502	nan	nan	nan	nan	-7.6757809	R0:N6:S0:1	0.99267228	20a4d9d	v2.1.5	1.5984862	general_bath_1D.py	2023-07-26@11:43
2L_4b_gen	1.6911656	-0.99461081	0.54003794	4	1.3775993	-0.79089612	1.3776279	-0.79091679	1.7	1	0.42407998	0.42043389	0.42408134	0.4204323	1.0001367	-0.99461081	nan	nan	nan	nan	nan	0.99960311	-0.70035464	nan	nan	nan	nan	-7.8665148	R0:N6:S0:1	0.99960311	20a4d9d	v2.1.5	1.6911656	general_bath_1D.py	2023-07-26@11:44
2L_4b_gen	1.8003917	-0.98997274	1.6836996	4	1.4093904	-0.84385283	1.4092985	-0.84379458	1.7	1	0.42698044	0.43031421	0.42696303	0.43029958	1.0045964	-0.98997274	nan	nan	nan	nan	nan	1.0030664	-0.69285468	nan	nan	nan	nan	-8.0708684	R0:N6:S0:1	1.0030664	20a4d9d	v2.1.5	1.8003917	general_bath_1D.py	2023-07-26@11:44
2L_4b_gen	1.6113935	-0.99454245	0.81443722	4	1.3507583	-0.75072219	1.3507922	-0.75076141	1.7	1	0.41666804	0.42290969	0.41667764	0.42291545	1.0042072	-0.99454245	nan	nan	nan	nan	nan	1.0034709	-0.69648947	nan	nan	nan	nan	-7.6860109	R0:N6:S0:1	1.0034709	20a4d9d	v2.1.5	1.6113935	general_bath_1D.py	2023-07-26@11:44
2L_4b_gen	1.6114355	-0.97558184	0.43974567	4	1.3507583	-0.75072219	1.3507922	-0.75076141	1.8	1	0.41666804	0.42290969	0.41667764	0.42291545	0.99911974	-0.97558184	nan	nan	nan	nan	nan	1.0021999	-0.68075088	nan	nan	nan	nan	-7.8950859	R0:N6:S0:1	1.0021999	20a4d9d	v2.1.5	1.6114355	general_bath_1D.py	2023-07-26@11:45
2L_4b_gen	1.8158016	-0.97124513	0.14851495	4	1.3609438	-0.85272316	1.3607895	-0.85263413	1.8	1	0.42596719	0.42391557	0.42594334	0.42389528	1.0042221	-0.97124513	nan	nan	nan	nan	nan	1.004134	-0.68060548	nan	nan	nan	nan	-8.3052328	R0:N6:S0:1	1.004134	20a4d9d	v2.1.5	1.8158016	general_bath_1D.py	2023-07-26@11:45
2L_4b_gen	1.8786554	-0.97589131	0.96310491	4	1.3751232	-0.88438321	1.3750758	-0.88438905	1.8	1	0.42544158	0.42737661	0.42543416	0.42737351	1.0027463	-0.97589131	nan	nan	nan	nan	nan	1.004068	-0.68310137	nan	nan	nan	nan	-8.4336735	R0:N6:S0:1	1.004068	20a4d9d	v2.1.5	1.8786554	general_bath_1D.py	2023-07-26@11:46
2L_4b_gen	1.9182949	-0.97412472	1.8906745	4	1.3413128	-0.90278639	1.3412277	-0.90272783	1.8	1	0.42783421	0.42892728	0.42781773	0.42891225	1.0024286	-0.97412472	nan	nan	nan	nan	nan	1.0030802	-0.68131348	nan	nan	nan	nan	-8.5184508	R0:N6:S0:1	1.0030802	20a4d9d	v2.1.5	1.9182949	general_bath_1D.py	2023-07-26@11:46
2L_4b_gen	1.9912258	-0.98628246	1.0978832	4	1.3392121	-0.938917	1.3391325	-0.93884314	1.8	1	0.42876109	0.43155225	0.42874672	0.4315394	0.99831502	-0.98628246	nan	nan	nan	nan	nan	0.99767671	-0.69405031	nan	nan	nan	nan	-8.6542421	R0:N6:S0:1	0.99767671	20a4d9d	v2.1.5	1.9912258	general_bath_1D.py	2023-07-26@11:47
2L_4b_gen	1.8828423	-0.97691491	3.5345121	4	1.3404556	-0.88622404	1.3405005	-0.88624459	1.8	1	0.42720256	0.42402202	0.42721525	0.42402584	0.99798168	-0.97691491	nan	nan	nan	nan	nan	0.99939131	-0.68478189	nan	nan	nan	nan	-8.4437706	R0:N6:S0:1	0.99939131	20a4d9d	v2.1.5	1.8828423	general_bath_1D.py	2023-07-26@11:47
2L_4b_gen	2.02628	-0.99608909	-0.41567047	4	1.3408744	-0.95595508	1.3408064	-0.95593874	1.8	1	0.43189513	0.43159001	0.43189005	0.43158468	1.0012754	-0.99608909	nan	nan	nan	nan	nan	0.99947892	-0.70354888	nan	nan	nan	nan	-8.7159698	R0:N6:S0:1	0.99947892	20a4d9d	v2.1.5	2.02628	general_bath_1D.py	2023-07-26@11:47
2L_4b_gen	1.9400589	-0.96476722	1.4335581	4	1.3775718	-0.91345293	1.3775124	-0.91344794	1.8	1	0.43144441	0.42989053	0.43143437	0.42988618	1.0044502	-0.96476722	nan	nan	nan	nan	nan	1.0041339	-0.67342651	nan	nan	nan	nan	-8.5598839	R0:N6:S0:1	1.0041339	20a4d9d	v2.1.5	1.9400589	general_bath_1D.py	2023-07-26@11:48
2L_4b_gen	1.9020043	-0.96631381	1.6659373	4	1.3571706	-0.89555058	1.357114	-0.89558935	1.8	1	0.42607055	0.42778056	0.42606294	0.42778839	1.0067537	-0.96631381	nan	nan	nan	nan	nan	1.0073435	-0.67601823	nan	nan	nan	nan	-8.4879036	R0:N6:S0:1	1.0073435	20a4d9d	v2.1.5	1.9020043	general_bath_1D.py	2023-07-26@11:48
2L_4b_gen	1.9604815	-0.99704994	0.70490689	4	1.3369847	-0.92498993	1.3366086	-0.92492725	1.8	1	0.42390671	0.43055356	0.42384299	0.43053297	0.99712588	-0.99704994	nan	nan	nan	nan	nan	0.99767094	-0.70089893	nan	nan	nan	nan	-8.6052751	R0:N6:S0:1	0.99767094	20a4d9d	v2.1.5	1.9604815	general_bath_1D.py	2023-07-26@11:49
2L_4b_gen	1.9671805	-0.96390978	1.5027237	4	1.3407395	-0.9245967	1.3408042	-0.9245791	1.8	1	0.43357653	0.43321421	0.43358921	0.43321445	0.9953206	-0.96390978	nan	nan	nan	nan	nan	0.99593117	-0.67297487	nan	nan	nan	nan	-8.6169538	R0:N6:S0:1	0.99593117	20a4d9d	v2.1.5	1.9671805	general_bath_1D.py	2023-07-26@11:49
2L_4b_gen	2.0725234	-0.97415884	0.68762351	4	1.3739235	-0.97937433	1.3740044	-0.97938341	1.8	1	0.43440415	0.43251558	0.43441453	0.43251784	1.0079293	-0.97415884	nan	nan	nan	nan	nan	1.0062065	-0.68368122	nan	nan	nan	nan	-8.8167094	R0:N6:S0:1	1.0062065	20a4d9d	v2.1.5	2.0725234	general_bath_1D.py	2023-07-26@11:49
2L_4b_gen	1.9603733	-0.96173137	0.65209579	4	1.3589461	-0.92407391	1.3589873	-0.92408316	1.8	1	0.42663165	0.43200981	0.42663784	0.43201485	1.0038877	-0.96173137	nan	nan	nan	nan	nan	1.0042026	-0.67203768	nan	nan	nan	nan	-8.6014564	R0:N6:S0:1	1.0042026	20a4d9d	v2.1.5	1.9603733	general_bath_1D.py	2023-07-26@11:50
2L_4b_gen	1.9885025	-0.97475669	3.0025742	4	1.3683101	-0.93838458	1.368334	-0.93837447	1.8	1	0.42850404	0.43122992	0.42850368	0.43122954	0.99912022	-0.97475669	nan	nan	nan	nan	nan	1.0002099	-0.68348885	nan	nan	nan	nan	-8.6522041	R0:N6:S0:1	1.0002099	20a4d9d	v2.1.5	1.9885025	general_bath_1D.py	2023-07-26@11:50
2L_4b_gen	2.0049657	-0.98128097	1.0398545	4	1.3425038	-0.9454588	1.3424503	-0.94542114	1.8	1	0.4311264	0.43115249	0.43111754	0.43114296	1.0025398	-0.98128097	nan	nan	nan	nan	nan	1.0024047	-0.68769063	nan	nan	nan	nan	-8.6963847	R0:N6:S0:1	1.0024047	20a4d9d	v2.1.5	2.0049657	general_bath_1D.py	2023-07-26@11:51
2L_4b_gen	2.0063218	-0.98655639	2.1122943	4	1.3247387	-0.94585097	1.3247061	-0.94582058	1.8	1	0.42863975	0.43337033	0.42862742	0.43336059	0.9978847	-0.98655639	nan	nan	nan	nan	nan	0.99773339	-0.69144239	nan	nan	nan	nan	-8.6877299	R0:N6:S0:1	0.99773339	20a4d9d	v2.1.5	2.0063218	general_bath_1D.py	2023-07-26@11:51
2L_4b_gen	1.9516142	-0.98987816	0.90866772	4	1.329169	-0.91820974	1.3290987	-0.91814839	1.8	1	0.43134958	0.42951871	0.4313462	0.42951095	1.0031203	-0.98987816	nan	nan	nan	nan	nan	1.0030878	-0.69250332	nan	nan	nan	nan	-8.5808788	R0:N6:S0:1	1.0030878	20a4d9d	v2.1.5	1.9516142	general_bath_1D.py	2023-07-26@11:51
2L_4b_gen	1.8284924	-0.98225538	1.776994	4	1.2611734	-0.8586634	1.2610757	-0.85865183	1.8	1	0.42101532	0.42219926	0.42100487	0.42219343	1.0049842	-0.98225538	nan	nan	nan	nan	nan	1.0040697	-0.68416879	nan	nan	nan	nan	-8.3403709	R0:N6:S0:1	1.0040697	20a4d9d	v2.1.5	1.8284924	general_bath_1D.py	2023-07-26@11:52
2L_4b_gen	1.8218168	-0.98215664	-1.2288064	4	1.2879062	-0.85466977	1.2878723	-0.85467644	1.8	1	0.42259322	0.42459019	0.42258765	0.424591	1.0027811	-0.98215664	nan	nan	nan	nan	nan	1.001851	-0.68869345	nan	nan	nan	nan	-8.3078183	R0:N6:S0:1	1.001851	20a4d9d	v2.1.5	1.8218168	general_bath_1D.py	2023-07-26@11:52
2L_4b_gen	1.8564493	-0.98017801	0.40361159	4	1.3531303	-0.8731124	1.3531254	-0.87308955	1.8	1	0.42563908	0.42493807	0.42563619	0.42493719	1.0001674	-0.98017801	nan	nan	nan	nan	nan	1.0010663	-0.68942826	nan	nan	nan	nan	-8.394226	R0:N6:S0:1	1.0010663	20a4d9d	v2.1.5	1.8564493	general_bath_1D.py	2023-07-26@11:53
2L_4b_gen	1.9586188	-0.97659899	0.43291372	4	1.3638952	-0.92350288	1.3638153	-0.92347987	1.8	1	0.42910218	0.4288169	0.42908788	0.42880481	0.9976442	-0.97659899	nan	nan	nan	nan	nan	0.99866762	-0.68601792	nan	nan	nan	nan	-8.5941375	R0:N6:S0:1	0.99866762	20a4d9d	v2.1.5	1.9586188	general_bath_1D.py	2023-07-26@11:53
2L_4b_gen	1.9858304	-0.96268674	1.2072996	4	1.3389666	-0.93690139	1.3389431	-0.93687972	1.8	1	0.42973817	0.42798028	0.42973078	0.42797698	0.99893745	-0.96268674	nan	nan	nan	nan	nan	0.99886365	-0.6719127	nan	nan	nan	nan	-8.653206	R0:N6:S0:1	0.99886365	20a4d9d	v2.1.5	1.9858304	general_bath_1D.py	2023-07-26@11:53
2L_4b_gen	1.9858304	-0.96268674	1.2072996	4	1.3389666	-0.93690139	1.3389431	-0.93687972	1.8	1	0.42973817	0.42798028	0.42973078	0.42797698	0.99893745	-0.96268674	nan	nan	nan	nan	nan	0.99886365	-0.6719127	nan	nan	nan	nan	-8.653206	R0:N6:S0:1	0.99886365	20a4d9d	v2.1.5	1.9858304	general_bath_1D.py	2023-07-26@11:53
2L_4b_gen	1.994492	-0.98162096	0.69423127	4	1.3356724	-0.94092143	1.3357008	-0.94096105	1.9	1	0.42919117	0.4292424	0.42919455	0.42925126	1.0013945	-0.98162096	nan	nan	nan	nan	nan	1.0044918	-0.69030911	nan	nan	nan	nan	-8.8612107	R0:N6:S0:1	1.0044918	20a4d9d	v2.1.5	1.994492	general_bath_1D.py	2023-07-26@11:54
2L_4b_gen	2.1176792	-0.97390466	0.92826428	4	1.2798733	-1.0021694	1.279875	-1.0021693	1.9	1	0.43119964	0.42933954	0.43119333	0.42933781	1.0022432	-0.97390466	nan	nan	nan	nan	nan	1.0031944	-0.68218737	nan	nan	nan	nan	-9.11813	R0:N6:S0:1	1.0031944	20a4d9d	v2.1.5	2.1176792	general_bath_1D.py	2023-07-26@11:54
2L_4b_gen	2.2155527	-0.99973522	1.9979221	4	1.2782994	-1.0499706	1.278402	-1.0500168	1.9	1	0.43385799	0.43436417	0.43387453	0.43437981	0.99480597	-0.99973522	nan	nan	nan	nan	nan	0.99510746	-0.70325027	nan	nan	nan	nan	-9.295763	R0:N6:S0:1	0.99510746	20a4d9d	v2.1.5	2.2155527	general_bath_1D.py	2023-07-26@11:55
2L_4b_gen	2.1096259	-0.98959765	1.0402712	4	1.2542802	-0.99579754	1.2541829	-0.99580495	1.9	1	0.43656232	0.42910105	0.43654985	0.42909541	0.99436429	-0.98959765	nan	nan	nan	nan	nan	0.99549019	-0.69414109	nan	nan	nan	nan	-9.1045427	R0:N6:S0:1	0.99549019	20a4d9d	v2.1.5	2.1096259	general_bath_1D.py	2023-07-26@11:55
2L_4b_gen	2.2245877	-0.98877824	1.5280387	4	1.2561614	-1.0533975	1.256244	-1.0534335	1.9	1	0.43734189	0.43281144	0.4373568	0.43282048	0.99921357	-0.98877824	nan	nan	nan	nan	nan	0.99853723	-0.69398698	nan	nan	nan	nan	-9.3250152	R0:N6:S0:1	0.99853723	20a4d9d	v2.1.5	2.2245877	general_bath_1D.py	2023-07-26@11:55
2L_4b_gen	2.1970072	-0.97622572	0.83231651	4	1.2640443	-1.0398767	1.2638414	-1.0398031	1.9	1	0.43544782	0.43387955	0.43541096	0.43385462	0.99810196	-0.97622572	nan	nan	nan	nan	nan	0.99927657	-0.68165138	nan	nan	nan	nan	-9.2773665	R0:N6:S0:1	0.99927657	20a4d9d	v2.1.5	2.1970072	general_bath_1D.py	2023-07-26@11:56
2L_4b_gen	2.2792969	-0.97996274	0.27035351	4	1.2438269	-1.0805183	1.2438212	-1.0804983	1.9	1	0.43590923	0.43612114	0.43591124	0.43611838	1.0047994	-0.97996274	nan	nan	nan	nan	nan	1.0025207	-0.68836233	nan	nan	nan	nan	-9.4290625	R0:N6:S0:1	1.0025207	20a4d9d	v2.1.5	2.2792969	general_bath_1D.py	2023-07-26@11:56
2L_4b_gen	2.156208	-0.99072443	1.6565404	4	1.2752597	-1.02139	1.2751758	-1.0214155	1.9	1	0.43047817	0.43189816	0.43047367	0.43190101	0.99959181	-0.99072443	nan	nan	nan	nan	nan	1.0008291	-0.69573567	nan	nan	nan	nan	-9.1954785	R0:N6:S0:1	1.0008291	20a4d9d	v2.1.5	2.156208	general_bath_1D.py	2023-07-26@11:57
2L_4b_gen	2.2284682	-1.0031455	1.8203915	4	1.2592818	-1.0546662	1.2591566	-1.0545998	1.9	1	0.43667197	0.43641549	0.43664496	0.43640184	0.99746791	-1.0031455	nan	nan	nan	nan	nan	0.99768985	-0.70625842	nan	nan	nan	nan	-9.3398751	R0:N6:S0:1	0.99768985	20a4d9d	v2.1.5	2.2284682	general_bath_1D.py	2023-07-26@11:57
2L_4b_gen	2.2182454	-0.97726358	1.9032526	4	1.2488076	-1.0494294	1.2488192	-1.0494112	1.9	1	0.43645483	0.43542669	0.43644856	0.43542306	1.007417	-0.97726358	nan	nan	nan	nan	nan	1.0052919	-0.68256754	nan	nan	nan	nan	-9.3261367	R0:N6:S0:1	1.0052919	20a4d9d	v2.1.5	2.2182454	general_bath_1D.py	2023-07-26@11:58
2L_4b_gen	2.1036969	-0.97466694	0.58825717	4	1.2857482	-0.9943872	1.2857437	-0.99443206	1.9	1	0.43088981	0.43200388	0.43089852	0.4320075	1.0019287	-0.97466694	nan	nan	nan	nan	nan	1.0032887	-0.68048806	nan	nan	nan	nan	-9.0887625	R0:N6:S0:1	1.0032887	20a4d9d	v2.1.5	2.1036969	general_bath_1D.py	2023-07-26@11:58
2L_4b_gen	2.1931201	-0.97337777	1.5016158	4	1.2702482	-1.0378138	1.2703637	-1.0378497	1.9	1	0.43403682	0.43553665	0.434057	0.4355473	0.99947173	-0.97337777	nan	nan	nan	nan	nan	1.0013809	-0.67901156	nan	nan	nan	nan	-9.2656416	R0:N6:S0:1	1.0013809	20a4d9d	v2.1.5	2.1931201	general_bath_1D.py	2023-07-26@11:58
2L_4b_gen	2.1779523	-0.97538529	3.258327	4	1.1485545	-1.032527	1.1484895	-1.0325399	1.9	1	0.42142886	0.42972834	0.42142086	0.42972312	1.0014371	-0.97538529	nan	nan	nan	nan	nan	1.0000092	-0.68013216	nan	nan	nan	nan	-9.2387161	R0:N6:S0:1	1.0000092	20a4d9d	v2.1.5	2.1779523	general_bath_1D.py	2023-07-26@11:59
2L_4b_gen	2.1732514	-0.96939194	0.4295039	4	1.2367953	-1.0286333	1.2368066	-1.0286635	1.9	1	0.43104534	0.43232968	0.43104667	0.43233571	0.99820245	-0.96939194	nan	nan	nan	nan	nan	0.99753606	-0.67688775	nan	nan	nan	nan	-9.2187202	R0:N6:S0:1	0.99753606	20a4d9d	v2.1.5	2.1732514	general_bath_1D.py	2023-07-26@11:59
2L_4b_gen	2.1615227	-0.97500512	1.11072	4	1.2820948	-1.0234583	1.2820235	-1.0234587	1.9	1	0.43388578	0.43086683	0.43387061	0.43086506	0.99671785	-0.97500512	nan	nan	nan	nan	nan	0.99800192	-0.68246832	nan	nan	nan	nan	-9.1981253	R0:N6:S0:1	0.99800192	20a4d9d	v2.1.5	2.1615227	general_bath_1D.py	2023-07-26@12:00
2L_4b_gen	2.2433439	-0.95573743	0.34571125	4	1.2609645	-1.0632189	1.2609532	-1.0631487	1.9	1	0.43581899	0.43428571	0.43581019	0.43427336	1.0013628	-0.95573743	nan	nan	nan	nan	nan	1.0008695	-0.66604935	nan	nan	nan	nan	-9.3685539	R0:N6:S0:1	1.0008695	20a4d9d	v2.1.5	2.2433439	general_bath_1D.py	2023-07-26@12:00
2L_4b_gen	2.2661444	-0.96843838	0.6428098	4	1.2788275	-1.0760462	1.2786034	-1.0758142	1.9	1	0.43321209	0.43491829	0.43316393	0.4348674	0.99791364	-0.96843838	nan	nan	nan	nan	nan	0.99800436	-0.677772	nan	nan	nan	nan	-9.4141365	R0:N6:S0:1	0.99800436	20a4d9d	v2.1.5	2.2661444	general_bath_1D.py	2023-07-26@12:00
2L_4b_gen	2.2338823	-0.96339853	1.3105506	4	1.2768048	-1.0589926	1.2768758	-1.0590537	1.9	1	0.43575269	0.43327051	0.43577143	0.4332847	0.99804737	-0.96339853	nan	nan	nan	nan	nan	0.99890698	-0.67382298	nan	nan	nan	nan	-9.3561867	R0:N6:S0:1	0.99890698	20a4d9d	v2.1.5	2.2338823	general_bath_1D.py	2023-07-26@12:01
2L_4b_gen	2.3314881	-0.98881201	1.3478803	4	1.2767722	-1.107807	1.2768045	-1.1078131	1.9	1	0.43671065	0.43644584	0.43672014	0.43645005	1.0075315	-0.98881201	nan	nan	nan	nan	nan	1.0057445	-0.69732743	nan	nan	nan	nan	-9.5402602	R0:N6:S0:1	1.0057445	20a4d9d	v2.1.5	2.3314881	general_bath_1D.py	2023-07-26@12:01
2L_4b_gen	2.2229982	-0.98421645	2.1765282	4	1.2817825	-1.0533071	1.281767	-1.053341	1.9	1	0.43267364	0.43730325	0.43267505	0.4373195	1.0080101	-0.98421645	nan	nan	nan	nan	nan	1.0082075	-0.69066807	nan	nan	nan	nan	-9.3346891	R0:N6:S0:1	1.0082075	20a4d9d	v2.1.5	2.2229982	general_bath_1D.py	2023-07-26@12:02
2L_4b_gen	2.2310105	-0.99847235	3.553846	4	1.2697351	-1.0564251	1.2697949	-1.0564122	1.9	1	0.43273373	0.43944284	0.43274378	0.43944127	0.99686935	-0.99847235	nan	nan	nan	nan	nan	0.99837374	-0.70304509	nan	nan	nan	nan	-9.340223	R0:N6:S0:1	0.99837374	20a4d9d	v2.1.5	2.2310105	general_bath_1D.py	2023-07-26@12:02
2L_4b_gen	2.1953612	-0.98681329	0.70325072	4	1.2333686	-1.0389955	1.2333699	-1.0390605	1.9	1	0.43422612	0.43223492	0.43422644	0.4322422	0.9976387	-0.98681329	nan	nan	nan	nan	nan	0.99753702	-0.6897384	nan	nan	nan	nan	-9.2680011	R0:N6:S0:1	0.99753702	20a4d9d	v2.1.5	2.1953612	general_bath_1D.py	2023-07-26@12:02
2L_4b_gen	2.1953612	-0.98681329	0.70325072	4	1.2333686	-1.0389955	1.2333699	-1.0390605	1.9	1	0.43422612	0.43223492	0.43422644	0.4322422	0.9976387	-0.98681329	nan	nan	nan	nan	nan	0.99753702	-0.6897384	nan	nan	nan	nan	-9.2680011	R0:N6:S0:1	0.99753702	20a4d9d	v2.1.5	2.1953612	general_bath_1D.py	2023-07-26@12:02
